wellbeing,log_income,income,income_above_100
65.342,11.35,85000,0
65.122,10.71,45000,0
33.023,11.35,85000,0
55.424,12.07,175000,1
68.078,11.63,112500,1
64.981,10.71,45000,0
80.761,12.07,175000,1
66.38,10.46,35000,0
55.949,11.08,65000,0
91.956,10.13,25000,0
81.482,12.43,250000,1
73.984,12.07,175000,1
85.916,12.07,175000,1
54.302,12.07,175000,1
61.513,12.9,4.00E+05,1
87.844,11.35,85000,0
66.929,11.46,95000,0
56.957,11.63,112500,1
63.131,12.9,4.00E+05,1
48.017,10.92,55000,0
52.059,9.62,15000,0
79.575,11.35,85000,0
42.104,10.92,55000,0
29.229,11.08,65000,0
70.105,11.83,137500,1
57.045,12.07,175000,1
55.578,10.46,35000,0
62.949,11.35,85000,0
55.578,11.83,137500,1
62.555,11.35,85000,0
74.52,11.08,65000,0
67.598,11.63,112500,1
55.349,10.46,35000,0
63.237,11.83,137500,1
62.115,11.23,75000,0
57.381,9.62,15000,0
58.819,11.23,75000,0
64.144,9.62,15000,0
55.17,12.07,175000,1
64.828,10.46,35000,0
73.05,10.13,25000,0
74.927,10.71,45000,0
75.086,10.92,55000,0
67.829,11.63,112500,1
59.327,10.46,35000,0
72.743,11.83,137500,1
85.461,11.63,112500,1
57.249,10.46,35000,0
81.703,11.63,112500,1
47.489,10.92,55000,0
71.51,11.83,137500,1
58.665,13.35,625000,1
78.385,11.46,95000,0
62.766,13.35,625000,1
34.332,10.92,55000,0
49.941,12.43,250000,1
62.524,10.92,55000,0
62.667,11.63,112500,1
52.323,11.23,75000,0
69.888,11.63,112500,1
72.558,11.46,95000,0
62.09,11.63,112500,1
78.255,11.83,137500,1
67.284,11.63,112500,1
56.51,10.71,45000,0
69.076,9.62,15000,0
45.118,11.46,95000,0
71,11.83,137500,1
72.743,11.35,85000,0
71.64,11.35,85000,0
50.989,10.46,35000,0
51.512,10.92,55000,0
69.488,12.9,4.00E+05,1
63.824,11.83,137500,1
69.257,11.35,85000,0
59.969,10.92,55000,0
72.114,11.46,95000,0
60.392,10.46,35000,0
54.935,11.83,137500,1
81.8,12.43,250000,1
45.717,10.71,45000,0
53.731,11.35,85000,0
86.781,11.35,85000,0
59.589,11.35,85000,0
53.637,11.08,65000,0
66.502,9.62,15000,0
74.659,11.08,65000,0
62.978,11.35,85000,0
92.822,10.71,45000,0
57.045,11.63,112500,1
75.624,13.35,625000,1
64.738,10.71,45000,0
54.417,12.07,175000,1
60.809,10.92,55000,0
65.983,11.83,137500,1
48.531,12.07,175000,1
61.547,10.92,55000,0
58.494,10.71,45000,0
50,12.07,175000,1
46,11.35,85000,0
68.928,10.92,55000,0
64.006,10.92,55000,0
61.32,10.13,25000,0
65.739,10.71,45000,0
64.565,11.83,137500,1
56.647,11.83,137500,1
82.468,10.71,45000,0
3.368,10.92,55000,0
64.926,12.43,250000,1
52.364,10.92,55000,0
62.667,10.46,35000,0
73.05,11.46,95000,0
50.989,9.62,15000,0
83.711,12.43,250000,1
63.627,11.63,112500,1
55.733,10.46,35000,0
60.231,11.08,65000,0
79.085,11.46,95000,0
50.989,11.46,95000,0
65.894,10.46,35000,0
70.332,13.35,625000,1
84.694,10.71,45000,0
75.828,11.83,137500,1
85.748,9.62,15000,0
53.945,12.07,175000,1
95.241,12.07,175000,1
60.938,10.92,55000,0
52.826,12.9,4.00E+05,1
55.842,10.92,55000,0
73.05,12.07,175000,1
32.19,10.13,25000,0
43.777,11.63,112500,1
60.781,11.83,137500,1
62.421,11.23,75000,0
61.652,10.92,55000,0
61.365,11.35,85000,0
59.178,10.71,45000,0
59.019,11.23,75000,0
50.114,11.46,95000,0
55.529,11.63,112500,1
63.434,9.62,15000,0
70.807,11.23,75000,0
66.255,12.07,175000,1
83.59,10.46,35000,0
81.08,10.46,35000,0
57.004,11.83,137500,1
65.55,11.46,95000,0
59.737,11.63,112500,1
76.818,12.07,175000,1
68.732,10.92,55000,0
65.468,10.46,35000,0
64.276,10.71,45000,0
59.82,11.83,137500,1
54.262,11.35,85000,0
77.831,11.08,65000,0
63.304,10.46,35000,0
70.105,10.71,45000,0
51.318,11.83,137500,1
56.008,11.23,75000,0
49.607,12.43,250000,1
60.657,9.62,15000,0
39.226,10.71,45000,0
71.838,11.35,85000,0
79.973,11.63,112500,1
62.524,9.62,15000,0
64.169,10.92,55000,0
64.894,11.63,112500,1
60.586,11.08,65000,0
89.819,10.71,45000,0
68.552,10.71,45000,0
38.856,10.71,45000,0
64.276,12.9,4.00E+05,1
60.069,10.71,45000,0
56.736,10.92,55000,0
66.117,11.35,85000,0
29.229,11.46,95000,0
68.825,11.63,112500,1
68.485,11.63,112500,1
69.844,11.23,75000,0
44.06,10.46,35000,0
72.961,11.83,137500,1
60.972,11.63,112500,1
67.284,11.63,112500,1
62.825,11.83,137500,1
64.485,11.83,137500,1
45.847,10.46,35000,0
63.824,11.08,65000,0
73.365,11.08,65000,0
64.083,11.08,65000,0
73.589,12.07,175000,1
58.728,10.71,45000,0
64.485,10.46,35000,0
79.759,11.08,65000,0
62.886,11.46,95000,0
80.385,11.83,137500,1
62.455,10.46,35000,0
53.256,11.83,137500,1
61.001,12.43,250000,1
63.021,10.71,45000,0
53.681,12.9,4.00E+05,1
46.324,11.63,112500,1
56.647,11.35,85000,0
62.795,10.71,45000,0
76.342,10.46,35000,0
51.364,9.62,15000,0
68.115,12.07,175000,1
58.103,10.13,25000,0
91.956,11.35,85000,0
65.342,11.23,75000,0
53.945,11.46,95000,0
69.403,12.43,250000,1
47.351,12.9,4.00E+05,1
51.129,10.71,45000,0
91.956,10.92,55000,0
61.12,11.08,65000,0
77.906,12.43,250000,1
48.928,9.62,15000,0
53.848,11.83,137500,1
63.545,12.9,4.00E+05,1
57.381,11.46,95000,0
60.45,10.46,35000,0
56.481,9.62,15000,0
51.745,11.63,112500,1
72.961,12.07,175000,1
49.607,11.83,137500,1
55.17,10.92,55000,0
61.675,10.71,45000,0
73.323,10.71,45000,0
62.766,9.62,15000,0
63.434,12.07,175000,1
50.044,10.13,25000,0
78.98,13.35,625000,1
58.728,11.46,95000,0
69.93,11.46,95000,0
59.625,11.46,95000,0
55.349,10.92,55000,0
79.221,10.71,45000,0
61.175,11.08,65000,0
60.689,11.23,75000,0
68.732,11.63,112500,1
64.926,10.92,55000,0
49.941,11.63,112500,1
47.765,12.07,175000,1
78.314,12.07,175000,1
83.59,12.43,250000,1
59.019,11.63,112500,1
58.885,11.63,112500,1
73.642,11.08,65000,0
63.824,11.63,112500,1
91.122,11.63,112500,1
64.796,11.63,112500,1
66.998,10.13,25000,0
66.639,10.92,55000,0
63.36,11.08,65000,0
65.317,11.46,95000,0
74.409,11.83,137500,1
54.302,10.13,25000,0
66.475,12.07,175000,1
80.68,12.9,4.00E+05,1
70.292,10.92,55000,0
78.615,11.83,137500,1
63.875,10.46,35000,0
55.069,10.46,35000,0
64.046,10.92,55000,0
54.893,11.08,65000,0
55.842,10.92,55000,0
37.4,11.63,112500,1
61.413,9.62,15000,0
73.545,11.83,137500,1
68.288,11.08,65000,0
55.315,11.46,95000,0
82.681,9.62,15000,0
69.555,12.43,250000,1
53.601,12.43,250000,1
61.001,11.83,137500,1
77.259,11.46,95000,0
50.242,11.08,65000,0
53.994,11.23,75000,0
64.427,9.62,15000,0
44.43,11.83,137500,1
58.545,10.13,25000,0
57.565,12.43,250000,1
64.083,11.63,112500,1
29.229,11.63,112500,1
35.407,11.08,65000,0
64.738,11.83,137500,1
58.494,9.62,15000,0
61.627,11.63,112500,1
35.407,10.46,35000,0
59.625,10.46,35000,0
53.681,11.35,85000,0
77.906,11.46,95000,0
75.724,11.08,65000,0
78.898,11.83,137500,1
58.131,11.23,75000,0
56.674,12.07,175000,1
69.331,12.07,175000,1
67.245,10.46,35000,0
69.212,12.43,250000,1
95.241,10.92,55000,0
86.219,12.43,250000,1
61.493,11.35,85000,0
67.724,10.13,25000,0
99.501,9.62,15000,0
58.793,10.71,45000,0
62.62,10.92,55000,0
60.504,12.07,175000,1
81.482,11.63,112500,1
74.709,10.71,45000,0
67.688,10.13,25000,0
65.838,10.92,55000,0
83.02,11.08,65000,0
59.268,10.92,55000,0
79.759,12.07,175000,1
62.031,11.08,65000,0
48.607,11.08,65000,0
76.957,12.9,4.00E+05,1
54.216,12.07,175000,1
47.351,12.43,250000,1
70,11.63,112500,1
46,11.23,75000,0
61.392,11.63,112500,1
70,11.46,95000,0
44.983,12.9,4.00E+05,1
59.145,10.46,35000,0
55.578,10.71,45000,0
65.317,10.13,25000,0
77.533,12.43,250000,1
58.219,11.63,112500,1
57.081,10.46,35000,0
69.509,12.07,175000,1
69.109,10.92,55000,0
66.321,10.92,55000,0
67.629,11.83,137500,1
62.2,11.63,112500,1
66.675,11.35,85000,0
62.481,11.63,112500,1
62.862,11.46,95000,0
49.941,12.43,250000,1
71.88,11.83,137500,1
66.043,11.63,112500,1
65.952,10.92,55000,0
59.442,11.46,95000,0
63.978,11.83,137500,1
57.818,11.63,112500,1
76.625,11.63,112500,1
61.001,11.46,95000,0
66.38,10.71,45000,0
23.613,10.13,25000,0
75.46,11.46,95000,0
61.923,11.23,75000,0
43.267,11.63,112500,1
72.48,11.46,95000,0
63.096,11.63,112500,1
75.518,10.46,35000,0
99.501,11.63,112500,1
64.169,11.63,112500,1
74.98,10.92,55000,0
59.94,10.13,25000,0
73.323,11.46,95000,0
66.998,10.71,45000,0
79.438,11.23,75000,0
60.622,10.92,55000,0
50.752,12.9,4.00E+05,1
75.346,10.13,25000,0
58.636,10.13,25000,0
66.229,12.07,175000,1
34.914,11.23,75000,0
63.49,12.43,250000,1
64.144,11.83,137500,1
55.271,12.43,250000,1
87.013,10.71,45000,0
64.4,11.63,112500,1
68.701,12.43,250000,1
54.342,11.63,112500,1
59.495,11.08,65000,0
52.988,10.13,25000,0
52.46,10.92,55000,0
86.219,11.35,85000,0
63.909,11.46,95000,0
72.208,11.46,95000,0
42.619,11.83,137500,1
76.893,12.07,175000,1
65.157,12.07,175000,1
47.06,11.23,75000,0
48.349,11.46,95000,0
56.957,11.46,95000,0
53.054,10.71,45000,0
75,12.43,250000,1
65.983,11.08,65000,0
55.842,12.07,175000,1
47.997,11.46,95000,0
80.965,10.71,45000,0
80.761,9.62,15000,0
58.343,12.07,175000,1
59.794,12.43,250000,1
81.08,11.63,112500,1
60.367,11.63,112500,1
82.133,11.63,112500,1
33.709,10.71,45000,0
45.238,11.35,85000,0
77.988,11.63,112500,1
50.918,9.62,15000,0
56.992,11.08,65000,0
76.214,11.63,112500,1
65.894,12.07,175000,1
50.044,11.08,65000,0
79.438,11.63,112500,1
87.409,13.35,625000,1
54.17,10.92,55000,0
52.776,11.63,112500,1
75.193,11.83,137500,1
66.117,12.07,175000,1
50,10.92,55000,0
60.231,11.08,65000,0
73.502,9.62,15000,0
50.918,11.63,112500,1
64.617,11.23,75000,0
68.516,10.71,45000,0
52.643,11.08,65000,0
59.355,12.07,175000,1
71.88,10.71,45000,0
44.983,9.62,15000,0
55.237,11.83,137500,1
40.435,11.35,85000,0
63.336,10.71,45000,0
55.2,10.71,45000,0
55.424,10.71,45000,0
53.637,11.83,137500,1
67.688,10.92,55000,0
63.708,11.83,137500,1
77.906,12.07,175000,1
54.651,11.08,65000,0
48.682,9.62,15000,0
66,11.35,85000,0
76.091,10.92,55000,0
52.207,10.13,25000,0
75.624,11.46,95000,0
64.683,10.92,55000,0
67.86,10.46,35000,0
57.677,10.71,45000,0
61.547,11.08,65000,0
70.496,12.07,175000,1
66.675,11.83,137500,1
56.703,12.07,175000,1
62.949,9.62,15000,0
84.991,11.83,137500,1
57.737,10.71,45000,0
47.152,11.08,65000,0
56.957,11.83,137500,1
47.489,11.63,112500,1
56.647,10.13,25000,0
58.665,11.63,112500,1
81.703,11.08,65000,0
65.668,11.83,137500,1
74.927,11.35,85000,0
62.232,11.83,137500,1
63.761,10.71,45000,0
55.906,10.13,25000,0
66.709,10.46,35000,0
69.971,12.43,250000,1
70.724,11.35,85000,0
86.554,10.13,25000,0
64.952,12.9,4.00E+05,1
66.502,11.08,65000,0
50.531,11.08,65000,0
61.365,10.92,55000,0
53.848,11.23,75000,0
68.485,10.46,35000,0
72.38,12.07,175000,1
34.914,11.23,75000,0
88.957,12.43,250000,1
57.183,10.92,55000,0
47,10.13,25000,0
58.396,10.71,45000,0
69.331,10.46,35000,0
49.12,11.23,75000,0
37.4,11.08,65000,0
100,12.43,250000,1
56.168,10.13,25000,0
65.55,12.43,250000,1
67.598,11.35,85000,0
81.895,12.9,4.00E+05,1
69.041,11.08,65000,0
71.355,11.83,137500,1
61.413,11.63,112500,1
71.274,12.43,250000,1
52.207,12.9,4.00E+05,1
70.642,12.07,175000,1
70.292,10.46,35000,0
59.056,10.71,45000,0
66.754,11.83,137500,1
68.172,10.13,25000,0
76.524,12.9,4.00E+05,1
55.17,11.08,65000,0
69.488,11.23,75000,0
57.818,11.35,85000,0
81.275,11.08,65000,0
61.227,10.46,35000,0
58.323,11.23,75000,0
48.607,10.46,35000,0
67.211,10.13,25000,0
66.857,10.92,55000,0
78.98,11.63,112500,1
60.719,10.46,35000,0
19.191,12.9,4.00E+05,1
80.073,10.71,45000,0
53.256,11.63,112500,1
56.51,11.46,95000,0
69.295,11.63,112500,1
39.226,10.71,45000,0
56.51,11.08,65000,0
51.793,13.35,625000,1
72.695,11.23,75000,0
46.711,11.23,75000,0
75.086,10.92,55000,0
54.302,12.9,4.00E+05,1
64.211,11.83,137500,1
86.046,11.63,112500,1
76.893,12.43,250000,1
70,10.46,35000,0
48.202,12.07,175000,1
73.545,10.71,45000,0
46.109,10.13,25000,0
47.849,11.08,65000,0
64.504,11.08,65000,0
50.426,10.92,55000,0
56.674,10.46,35000,0
66.894,11.23,75000,0
37.984,11.23,75000,0
52.015,11.46,95000,0
49.336,11.08,65000,0
75.46,10.46,35000,0
80.073,11.23,75000,0
73.187,10.46,35000,0
68.439,10.46,35000,0
56.481,11.23,75000,0
52.059,11.83,137500,1
25.042,12.07,175000,1
71.191,12.07,175000,1
53.895,11.63,112500,1
72.794,11.08,65000,0
62.2,10.46,35000,0
63,11.83,137500,1
74,11.23,75000,0
73.745,11.23,75000,0
46.711,10.46,35000,0
84.991,11.35,85000,0
57.081,11.63,112500,1
79.973,11.83,137500,1
73.099,11.83,137500,1
56.573,10.46,35000,0
68.656,11.46,95000,0
64.276,9.62,15000,0
88.957,12.43,250000,1
64.427,11.08,65000,0
60.781,10.46,35000,0
53.765,10.71,45000,0
42.619,12.9,4.00E+05,1
63.875,11.63,112500,1
51.478,11.83,137500,1
61.001,11.83,137500,1
71.456,12.07,175000,1
53.486,11.23,75000,0
89.539,11.23,75000,0
67.688,11.63,112500,1
47,10.13,25000,0
55.805,11.23,75000,0
59.685,10.46,35000,0
46.225,13.35,625000,1
66.639,10.46,35000,0
70.769,11.83,137500,1
62.591,10.92,55000,0
61.261,10.92,55000,0
64.683,9.62,15000,0
57.286,10.13,25000,0
61.148,10.46,35000,0
67.005,12.9,4.00E+05,1
67.724,11.46,95000,0
63.212,10.46,35000,0
77.259,11.83,137500,1
56.386,12.43,250000,1
75.193,10.46,35000,0
47.849,11.08,65000,0
59.685,12.43,250000,1
62.502,12.07,175000,1
74.035,11.23,75000,0
59.82,12.07,175000,1
55.578,11.83,137500,1
60.504,10.92,55000,0
74,11.46,95000,0
65.371,11.08,65000,0
79.221,12.43,250000,1
54.458,12.07,175000,1
64.926,11.08,65000,0
84.416,10.71,45000,0
46.54,10.46,35000,0
80.474,11.83,137500,1
58.665,10.71,45000,0
91.956,11.63,112500,1
71.838,10.71,45000,0
57.502,11.83,137500,1
61.365,9.62,15000,0
59.737,10.92,55000,0
67.342,10.92,55000,0
63.853,11.63,112500,1
46.109,10.46,35000,0
83.02,11.46,95000,0
56.828,10.46,35000,0
53.21,11.83,137500,1
60.367,10.71,45000,0
62.232,10.46,35000,0
81.595,11.46,95000,0
71.456,11.23,75000,0
86.554,11.63,112500,1
59.211,11.08,65000,0
71.191,11.46,95000,0
62.006,12.07,175000,1
51.129,10.92,55000,0
64.565,11.83,137500,1
63.096,10.92,55000,0
42.28,13.35,625000,1
71.665,13.35,625000,1
82.36,10.71,45000,0
48.928,10.92,55000,0
67.764,11.46,95000,0
64.617,11.83,137500,1
19.191,11.08,65000,0
46.324,10.71,45000,0
64.859,10.92,55000,0
59.91,11.63,112500,1
57.737,11.08,65000,0
58.636,10.92,55000,0
62.259,10.46,35000,0
57.818,9.62,15000,0
55.733,11.35,85000,0
30.101,10.71,45000,0
62.524,12.07,175000,1
58.343,11.23,75000,0
49.478,11.63,112500,1
88.957,10.92,55000,0
59.495,10.46,35000,0
58.437,11.83,137500,1
64.485,11.08,65000,0
54.687,12.07,175000,1
67.284,10.92,55000,0
41.463,11.83,137500,1
53.309,11.08,65000,0
59.211,11.08,65000,0
61.743,13.35,625000,1
73.005,11.63,112500,1
66.079,9.62,15000,0
64.565,11.63,112500,1
70.724,10.13,25000,0
80.385,11.08,65000,0
77.051,13.35,625000,1
65.211,11.23,75000,0
65.983,11.08,65000,0
52.059,10.92,55000,0
52.541,10.46,35000,0
75.624,12.43,250000,1
49.12,11.63,112500,1
57.045,12.43,250000,1
53.601,11.63,112500,1
87.651,11.46,95000,0
78.314,12.43,250000,1
39.628,11.08,65000,0
77.051,10.71,45000,0
68.005,10.92,55000,0
62.502,12.43,250000,1
62,11.46,95000,0
75.305,11.46,95000,0
65.122,11.83,137500,1
45.238,11.46,95000,0
62.325,10.92,55000,0
75,10.92,55000,0
76.404,11.83,137500,1
57.788,11.35,85000,0
62.115,11.83,137500,1
83.468,11.23,75000,0
48.261,10.13,25000,0
70.603,10.71,45000,0
66.78,11.08,65000,0
55.842,11.35,85000,0
98.183,12.9,4.00E+05,1
69.006,11.23,75000,0
57.992,11.08,65000,0
82.36,11.63,112500,1
82.564,10.92,55000,0
57.788,11.63,112500,1
70.417,11.08,65000,0
61.469,11.63,112500,1
82.36,11.35,85000,0
57.677,11.63,112500,1
74.091,10.71,45000,0
43.581,11.35,85000,0
55.842,11.08,65000,0
53.637,10.92,55000,0
74.576,11.46,95000,0
61.597,11.23,75000,0
69.076,9.62,15000,0
52,11.83,137500,1
57.004,11.08,65000,0
74.091,11.83,137500,1
53.765,9.62,15000,0
47.997,11.46,95000,0
72.013,11.83,137500,1
60.781,11.23,75000,0
77,9.62,15000,0
87.844,11.46,95000,0
65.189,10.13,25000,0
68.701,12.43,250000,1
45.586,11.23,75000,0
83.02,11.23,75000,0
61.087,9.62,15000,0
53.765,11.63,112500,1
58.367,11.46,95000,0
85.748,11.08,65000,0
51.567,9.62,15000,0
69.006,11.46,95000,0
79.013,10.71,45000,0
36.303,9.62,15000,0
64.485,10.92,55000,0
59.495,12.07,175000,1
81.703,10.92,55000,0
68.928,11.35,85000,0
62.862,11.63,112500,1
59.846,12.07,175000,1
62.555,10.13,25000,0
91.514,12.43,250000,1
63.675,11.08,65000,0
57.533,10.46,35000,0
81.159,10.92,55000,0
56.895,12.07,175000,1
74.3,11.23,75000,0
65.317,11.23,75000,0
75.46,11.35,85000,0
59.056,11.46,95000,0
64.114,11.83,137500,1
50.989,11.08,65000,0
38.242,11.63,112500,1
63.096,10.13,25000,0
63.599,11.46,95000,0
65.189,11.23,75000,0
54.524,11.46,95000,0
67.108,11.35,85000,0
69,10.13,25000,0
69.443,10.46,35000,0
58.29,10.71,45000,0
70.184,9.62,15000,0
49.052,12.07,175000,1
62.481,9.62,15000,0
62.09,11.63,112500,1
48.682,10.46,35000,0
50,10.71,45000,0
68.485,9.62,15000,0
53.054,11.35,85000,0
67.211,11.46,95000,0
31.148,11.83,137500,1
57.677,12.07,175000,1
59.737,12.07,175000,1
58.578,12.43,250000,1
72.013,10.71,45000,0
56.765,12.07,175000,1
57.763,11.46,95000,0
60.529,11.83,137500,1
46.225,12.43,250000,1
78.255,9.62,15000,0
74.204,12.9,4.00E+05,1
43.104,10.92,55000,0
51.793,11.83,137500,1
57.677,12.43,250000,1
68.585,12.07,175000,1
77.761,10.92,55000,0
59.355,11.46,95000,0
65.211,10.92,55000,0
66.857,11.46,95000,0
52.106,10.13,25000,0
58.636,12.43,250000,1
77.448,10.46,35000,0
71.793,11.46,95000,0
73.545,12.07,175000,1
46,12.07,175000,1
30.101,11.08,65000,0
76.148,12.43,250000,1
66.005,12.43,250000,1
69.365,11.83,137500,1
90.25,11.63,112500,1
64.371,12.07,175000,1
55.271,12.07,175000,1
37.4,9.62,15000,0
58.636,11.46,95000,0
47.765,11.08,65000,0
76.214,10.71,45000,0
63.336,11.63,112500,1
58.29,12.07,175000,1
68.825,10.71,45000,0
80.276,11.83,137500,1
72.157,12.43,250000,1
86.781,11.23,75000,0
62.2,11.46,95000,0
56.197,10.46,35000,0
41.463,11.23,75000,0
57.217,10.46,35000,0
54.302,11.35,85000,0
48.607,12.43,250000,1
44.619,10.92,55000,0
61.261,9.62,15000,0
62.006,11.83,137500,1
74.825,11.83,137500,1
71.403,9.62,15000,0
82.922,10.13,25000,0
71.232,10.92,55000,0
69.93,12.9,4.00E+05,1
46.109,11.23,75000,0
59.685,10.46,35000,0
56.957,10.46,35000,0
77.259,12.43,250000,1
53.352,11.08,65000,0
58.036,11.63,112500,1
53.513,11.83,137500,1
90.703,11.35,85000,0
49.12,12.43,250000,1
73.589,10.13,25000,0
55.237,10.13,25000,0
57.992,10.46,35000,0
77,12.43,250000,1
67.484,11.63,112500,1
46,10.92,55000,0
69.488,11.83,137500,1
86.399,12.9,4.00E+05,1
65.246,11.83,137500,1
54.801,10.46,35000,0
64.654,12.07,175000,1
73.835,11.46,95000,0
67.342,11.23,75000,0
60.269,11.63,112500,1
67.931,11.63,112500,1
57.93,11.35,85000,0
57.353,11.08,65000,0
72.794,11.35,85000,0
69.689,11.83,137500,1
63.131,11.08,65000,0
62.351,11.83,137500,1
77,10.46,35000,0
71.665,11.83,137500,1
63.675,11.23,75000,0
60.103,10.92,55000,0
58.986,11.08,65000,0
58.219,10.46,35000,0
68.619,11.63,112500,1
60.504,11.63,112500,1
62.421,10.92,55000,0
58.728,12.43,250000,1
50.918,11.08,65000,0
81.8,12.07,175000,1
77.051,11.46,95000,0
59.019,11.35,85000,0
64.713,11.08,65000,0
60.838,11.63,112500,1
60.419,12.07,175000,1
79.221,11.83,137500,1
75.086,10.13,25000,0
60.586,11.08,65000,0
87.013,11.63,112500,1
76.404,10.13,25000,0
47,9.62,15000,0
61.923,9.62,15000,0
62.09,12.07,175000,1
69.403,11.63,112500,1
52.323,11.63,112500,1
66.409,10.71,45000,0
63.655,10.92,55000,0
83.35,9.62,15000,0
64.211,11.63,112500,1
68.797,12.07,175000,1
25.042,11.23,75000,0
89.202,10.46,35000,0
58.914,11.46,95000,0
62.795,12.43,250000,1
90.25,10.92,55000,0
46,12.43,250000,1
64.371,11.23,75000,0
43.581,10.92,55000,0
66.639,10.92,55000,0
59.056,12.07,175000,1
64.144,11.63,112500,1
52.643,11.63,112500,1
54.524,13.35,625000,1
69.443,11.83,137500,1
78.82,12.07,175000,1
60.269,10.46,35000,0
59.659,12.9,4.00E+05,1
77.051,12.9,4.00E+05,1
67.108,12.07,175000,1
69.93,11.63,112500,1
68.701,11.83,137500,1
74.091,13.35,625000,1
61.493,12.07,175000,1
62.642,12.43,250000,1
43.104,12.07,175000,1
58.914,11.35,85000,0
82.36,11.63,112500,1
63.212,11.23,75000,0
71.113,11.35,85000,0
65.668,11.08,65000,0
67.829,11.23,75000,0
55.424,10.46,35000,0
76.893,11.63,112500,1
50,11.63,112500,1
59.794,10.92,55000,0
61.175,11.35,85000,0
67.411,12.43,250000,1
46,11.23,75000,0
52.207,11.83,137500,1
44.983,10.92,55000,0
100,10.46,35000,0
50.989,11.08,65000,0
71.191,12.07,175000,1
65,13.35,625000,1
57.134,11.83,137500,1
69.076,11.63,112500,1
63.517,11.08,65000,0
69.109,11.83,137500,1
63.336,10.92,55000,0
74.52,11.63,112500,1
73.458,10.71,45000,0
60.367,10.13,25000,0
63.401,11.08,65000,0
61.338,10.13,25000,0
53.443,10.46,35000,0
88.21,10.13,25000,0
70.457,10.71,45000,0
84.855,11.83,137500,1
56.647,11.08,65000,0
75.577,11.63,112500,1
71.315,12.07,175000,1
68.656,12.9,4.00E+05,1
48.761,10.71,45000,0
53.681,11.63,112500,1
100,11.63,112500,1
75.974,11.83,137500,1
61.513,10.71,45000,0
76.575,11.83,137500,1
70.457,11.35,85000,0
60.622,11.83,137500,1
51.42,12.07,175000,1
93.326,11.63,112500,1
66.194,11.35,85000,0
81.595,11.83,137500,1
55.658,11.23,75000,0
36.799,10.92,55000,0
85.916,11.63,112500,1
51.478,10.13,25000,0
54.342,10.46,35000,0
49.941,11.35,85000,0
53.005,11.63,112500,1
69.257,10.46,35000,0
37.045,12.07,175000,1
58.494,12.07,175000,1
97.073,11.83,137500,1
54.725,10.13,25000,0
55.271,11.83,137500,1
69.73,11.23,75000,0
68.797,9.62,15000,0
49.184,10.71,45000,0
45.238,9.62,15000,0
81.389,11.35,85000,0
68,11.35,85000,0
40.717,10.13,25000,0
70.681,11.63,112500,1
69.331,11.35,85000,0
65.779,11.83,137500,1
65.246,11.46,95000,0
41.167,11.63,112500,1
73.745,11.46,95000,0
66.443,12.07,175000,1
56.992,10.46,35000,0
71.706,12.43,250000,1
72.157,13.35,625000,1
60.269,11.46,95000,0
54.342,11.23,75000,0
53.309,11.23,75000,0
72.292,11.63,112500,1
75.899,12.43,250000,1
92.822,11.35,85000,0
31.148,11.83,137500,1
51.512,11.83,137500,1
68.552,10.46,35000,0
82.922,9.62,15000,0
49.184,10.92,55000,0
68.825,10.92,55000,0
71.011,10.92,55000,0
58.728,11.46,95000,0
57.134,11.83,137500,1
57.353,10.92,55000,0
67.147,12.07,175000,1
56.197,10.71,45000,0
69.888,10.46,35000,0
62.795,12.07,175000,1
50.692,10.13,25000,0
64.534,11.23,75000,0
62.288,11.63,112500,1
63.461,13.35,625000,1
61.568,10.71,45000,0
61.148,11.23,75000,0
57.851,11.35,85000,0
84.694,11.08,65000,0
60.781,11.63,112500,1
64,12.07,175000,1
67.931,11.83,137500,1
50,10.92,55000,0
56.957,10.71,45000,0
74.364,11.63,112500,1
59.145,11.23,75000,0
77.988,10.92,55000,0
3.368,10.46,35000,0
65.499,11.08,65000,0
67.539,10.71,45000,0
34.914,10.71,45000,0
68.203,11.63,112500,1
56.357,11.35,85000,0
71.191,11.23,75000,0
73.984,11.46,95000,0
76.957,10.92,55000,0
71.838,12.07,175000,1
58.849,10.71,45000,0
67.506,11.08,65000,0
73.835,10.46,35000,0
58.29,11.46,95000,0
45.586,11.23,75000,0
57.217,10.92,55000,0
75.784,11.08,65000,0
78.686,11.46,95000,0
60.752,11.35,85000,0
87.211,11.46,95000,0
52.499,12.9,4.00E+05,1
70.939,10.71,45000,0
58.071,10.92,55000,0
52,11.23,75000,0
63.599,10.46,35000,0
76.342,10.92,55000,0
56.927,11.63,112500,1
66.732,12.07,175000,1
80.68,10.71,45000,0
75.305,12.07,175000,1
66.958,12.07,175000,1
72.794,11.63,112500,1
85.461,11.35,85000,0
78.98,10.13,25000,0
60.809,10.13,25000,0
61.894,11.63,112500,1
59.764,11.23,75000,0
66.675,11.08,65000,0
60.752,10.71,45000,0
57.453,12.9,4.00E+05,1
67.284,13.35,625000,1
58.944,11.23,75000,0
77.448,12.07,175000,1
57.286,10.71,45000,0
62.006,11.08,65000,0
69.488,10.71,45000,0
50.603,11.83,137500,1
47.422,10.13,25000,0
55.842,11.08,65000,0
66.255,9.62,15000,0
58.885,11.08,65000,0
49.941,11.08,65000,0
36.799,10.46,35000,0
50,11.35,85000,0
83.135,10.92,55000,0
85.748,10.71,45000,0
